Name,ToxPi Score,Industrial,Impervious,100-yr Floodplain (%),SVI_Socioeconomic Status,SVI_Household Characteristics,SVI_Racial & Ethnic Minority Status,SVI_Housing Type/Transportation,Arthritis,High blood pressure,Cancer,Asthma,Coronary heart disease,chronic obstructive pulmonary disease,depression,diagnosed diabetes,high cholesterol,obesity,stroke,Teeth lost,Percentile rank of annual mean days above O3 regulatory standard - 3-year average,Percentile rank of annual mean days above PM2.5 regulatory standard - 3-year average,Percentile rank of ambient concentrations of diesel PM/m3,Percentile rank of the probability of contracting cancer over the course of a lifetime, assuming continuous exposure,Percentile rank of the proportion of tract's area within 1-mi buffer of EPA National Priority List site,Percentile rank of the proportion of tract's area within 1-mi buffer of EPA Toxic Release Inventory site,Percentile rank of the proportion of tract's area within 1-mi buffer of EPA Treatment, Storage, and Disposal site,Percentile rank of the proportion of tract's area within 1-mi buffer of EPA risk management plan site
48245005900,0.568,0.111,1.000,0.000,0.790,0.561,0.900,0.184,0.467,0.670,0.178,0.661,0.354,0.495,0.203,0.571,0.505,0.787,0.515,0.453,1.000,0.785,0.242,0.983,0.000,1.000,0.942,0.980
48245006100,0.715,0.006,0.954,0.049,0.761,0.780,0.952,0.428,1.000,1.000,0.329,0.661,0.985,0.950,0.068,1.000,1.000,0.913,1.000,0.745,1.000,0.785,0.256,0.983,0.000,1.000,0.776,0.914
48245006300,0.615,0.000,1.000,0.000,0.978,0.768,0.995,0.644,0.658,0.637,0.274,0.576,0.569,0.624,0.034,0.725,0.631,0.771,0.632,0.386,1.000,0.785,0.161,0.983,0.000,1.000,0.769,1.000
48245006400,0.578,0.000,1.000,0.000,0.949,0.954,0.865,0.306,0.395,0.491,0.219,0.576,0.446,0.455,0.153,0.582,0.712,0.621,0.441,0.429,1.000,1.000,0.155,0.983,0.000,0.989,1.000,0.899
48245006500,0.533,0.000,1.000,0.000,0.775,0.865,0.776,0.930,0.250,0.236,0.192,0.576,0.415,0.446,0.407,0.503,0.505,0.621,0.353,0.327,1.000,0.785,0.118,0.983,0.000,0.451,0.933,0.951
48245006600,0.633,0.875,0.374,0.507,0.933,0.922,0.803,0.772,0.164,0.247,0.096,0.593,0.338,0.604,1.000,0.423,0.414,0.625,0.368,0.643,0.710,0.785,0.280,1.000,1.000,0.821,0.858,0.944
48245006700,0.561,0.000,1.000,0.000,0.947,0.963,0.774,0.358,0.224,0.172,0.123,0.458,0.477,0.564,0.814,0.550,0.468,0.672,0.397,0.564,1.000,0.785,0.218,0.983,0.000,0.851,0.922,0.872
48245006800,0.381,0.000,1.000,0.000,0.761,0.913,0.645,0.578,0.053,0.101,0.151,0.254,0.138,0.238,0.271,0.328,0.315,0.470,0.176,0.244,0.710,1.000,0.261,0.993,0.000,0.000,0.690,0.000
48245006900,0.465,0.464,0.444,0.657,0.579,0.277,0.581,0.812,0.230,0.307,0.384,0.305,0.215,0.267,0.153,0.265,0.477,0.320,0.235,0.233,1.000,0.785,0.192,0.983,0.000,0.754,0.740,0.910
48245007002,0.483,0.000,0.531,0.701,0.835,0.844,0.670,0.861,0.184,0.199,0.233,0.407,0.262,0.426,0.593,0.333,0.459,0.411,0.265,0.277,0.710,1.000,0.242,1.000,0.000,0.000,0.782,0.806
48245007003,0.590,0.000,1.000,0.530,0.846,0.982,0.570,0.720,0.612,0.491,0.370,0.678,0.662,0.842,0.831,0.582,0.766,0.632,0.574,0.551,0.710,0.964,0.251,0.998,0.000,0.000,0.000,0.767
48245007004,0.547,0.000,0.995,0.787,0.775,0.703,0.673,0.816,0.421,0.363,0.288,0.627,0.462,0.703,0.881,0.450,0.468,0.597,0.471,0.545,0.710,0.964,0.251,0.998,0.000,0.000,0.000,0.813
48245007100,0.460,0.022,0.679,0.383,0.643,0.797,0.326,0.159,0.434,0.247,0.589,0.356,0.554,0.564,0.814,0.296,0.694,0.411,0.294,0.351,0.710,0.785,0.000,0.851,0.000,0.558,0.000,0.899
48245010100,0.477,0.000,0.938,0.177,0.900,0.756,0.783,0.397,0.053,0.086,0.041,0.475,0.338,0.485,0.831,0.476,0.396,0.573,0.324,0.438,1.000,0.785,0.008,0.000,0.000,0.849,0.885,0.874
48245010200,0.528,0.000,1.000,0.000,0.961,0.715,0.758,0.269,0.329,0.247,0.219,0.475,0.492,0.604,0.864,0.513,0.523,0.668,0.412,0.514,0.710,0.785,0.222,0.993,0.000,0.000,1.000,0.980
48245010300,0.413,0.000,1.000,0.000,0.647,0.820,0.787,0.649,0.000,0.079,0.192,0.254,0.169,0.218,0.441,0.291,0.423,0.407,0.147,0.222,0.710,0.785,0.241,0.993,0.000,0.000,0.965,0.725
48245011205,0.397,0.122,0.409,0.487,0.166,0.231,0.000,0.649,0.250,0.041,0.699,0.153,0.262,0.267,0.678,0.069,0.523,0.190,0.103,0.111,0.359,0.964,0.304,0.983,0.000,0.893,0.849,0.951
48245011700,0.564,0.224,0.928,0.192,0.947,0.876,0.650,0.661,0.204,0.322,0.151,0.424,0.431,0.594,0.746,0.434,0.505,0.621,0.397,0.538,0.359,0.785,0.798,0.851,0.000,1.000,0.647,0.943
48245011800,0.618,0.001,0.969,0.044,0.657,0.827,0.989,0.248,0.737,0.798,0.315,0.559,0.662,0.663,0.000,0.762,0.856,0.787,0.691,0.590,1.000,0.785,0.169,0.983,0.000,1.000,0.614,0.974
